InvoiceNumber;DeliveryNoteNumber;CompanyCode;SalesOrg;Division;SoldToNumber;SoldToName;SoldToComMail;SoldToLanguage;SoldToStatus;InvoiceIssueDate;DocumentType;ShipToNumber;ShipToName;DeliveryNoteDate;ShippingPoint
1400597378;4242104934;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.16;H424
1400597378;4242104967;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.16;H424
1400597378;4242104968;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.16;H424
1400597378;4242105000;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.17;H424
1400597378;4242105009;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.17;H424
1400597378;4242105010;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.17;H424
1400597378;4242105030;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.18;H424
1400597378;4242105031;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.18;H424
1400597378;4242105064;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.18;H424
1400597378;4242105065;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.18;H424
1400597378;4242105099;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.19;H424
1400597378;4242105100;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.19;H424
1400597378;4242105109;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.23;H424
1400597378;4242105111;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.23;H424
1400597378;4242105126;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.23;H424
1400597378;4242105128;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.23;H424
1400597378;4242105159;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.24;H424
1400597378;4242105161;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.24;H424
1400597378;4242105209;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.26;H424
1400597378;4242105244;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.27;H424
1400597378;4242105258;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.30;H424
1400597378;4242105259;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.30;H424
1400597378;4242105262;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.30;H424
1400597378;4242105263;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.30;H424
1400597378;4242105265;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.30;H424
1400597378;4242105298;HU17;HU18;40;0000158028;Hydrostella-mont Építő és Vízg. Kft;hydrostella@gmail.com;HU;3H;2021.09.01;ZF2;0100804577;V.b. előgyártó üzem;2021.08.31;H424
1400597688;4332104574;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104575;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104576;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104578;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104579;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104580;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104581;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104583;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104584;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104585;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104587;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104588;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104589;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104591;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104593;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104594;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104595;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104596;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104597;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104598;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104599;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104600;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104603;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104605;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104608;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104609;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104610;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104612;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104613;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104614;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104617;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104618;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104620;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104621;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104623;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.25;H433
1400597688;4332104668;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.27;H433
1400597688;4332104690;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.30;H433
1400597688;4332104692;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.30;H433
1400597688;4332104694;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.30;H433
1400597688;4332104699;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.30;H433
1400597688;4332104715;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.31;H433
1400597688;4332104718;HU17;HU18;40;0000152262;Schatz-Ház Kft;penzugy@schatzhaz.hu,schatzhaz@schatzhaz.hu;HU;3H;2021.09.01;ZF2;0100797329;Tatabánya Társasház Szepesi G.u 5km;2021.08.31;H433
1409231885;1043378;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.24;A401
1409231885;1043406;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.24;A401
1409231885;1043677;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.30;A401
1409231885;1043697;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.30;A401
1409231885;1043710;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043714;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043715;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043716;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043718;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043721;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043723;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043724;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043725;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043726;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043727;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043728;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043729;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043731;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043732;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043733;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043734;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043735;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043736;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043737;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043739;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043740;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043742;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043743;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043744;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043745;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043746;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043747;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043750;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043751;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043753;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043754;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
1409231885;1043755;AT01;AT01;40;0000152848;Anton Traunfellner Gesellschaft;er.urb@antontraunfellner.at;Z1;3H;2021.09.01;ZF2;0100804396;Emilie-Flöge-Weg 3;2021.08.31;A401
